Id,R_2025_26,RM_2025_26,Nome,Squadra_2025_26,Qt.A_2025_26,Qt.I_2025_26,Diff._2025_26,Qt.A M_2025_26,Qt.I M_2025_26,Diff.M_2025_26,FVM_2025_26,FVM M_2025_26,Rm_2025_26,Pv_2025_26,Mv_2025_26,Fm_2025_26,Gf_2025_26,Gs_2025_26,Rp_2025_26,Rc_2025_26,R+_2025_26,R-_2025_26,Ass_2025_26,Amm_2025_26,Esp_2025_26,Au_2025_26,R_2022_23,RM_2022_23,Squadra_2022_23,Qt.A_2022_23,Qt.I_2022_23,Diff._2022_23,Qt.A M_2022_23,Qt.I M_2022_23,Diff.M_2022_23,FVM_2022_23,FVM M_2022_23,Rm_2022_23,Pv_2022_23,Mv_2022_23,Fm_2022_23,Gf_2022_23,Gs_2022_23,Rp_2022_23,Rc_2022_23,R+_2022_23,R-_2022_23,Ass_2022_23,Amm_2022_23,Esp_2022_23,Au_2022_23,R_2023_24,RM_2023_24,Squadra_2023_24,Qt.A_2023_24,Qt.I_2023_24,Diff._2023_24,Qt.A M_2023_24,Qt.I M_2023_24,Diff.M_2023_24,FVM_2023_24,FVM M_2023_24,Rm_2023_24,Pv_2023_24,Mv_2023_24,Fm_2023_24,Gf_2023_24,Gs_2023_24,Rp_2023_24,Rc_2023_24,R+_2023_24,R-_2023_24,Ass_2023_24,Amm_2023_24,Esp_2023_24,Au_2023_24,R_2024_25,RM_2024_25,Squadra_2024_25,Qt.A_2024_25,Qt.I_2024_25,Diff._2024_25,Qt.A M_2024_25,Qt.I M_2024_25,Diff.M_2024_25,FVM_2024_25,FVM M_2024_25,Rm_2024_25,Pv_2024_25,Mv_2024_25,Fm_2024_25,Gf_2024_25,Gs_2024_25,Rp_2024_25,Rc_2024_25,R+_2024_25,R-_2024_25,Ass_2024_25,Amm_2024_25,Esp_2024_25,Au_2024_25,Fattore_Fantahack,Media_Fantamedia_Ponderata,Media_Partite_Giocate_Ponderata,Top_Player,Unicorno,Probabilità_Top_Player,Top_Player_AI,Fattore_Fantahack_AI,Unicorno_AI,Squadra_AI
5515,A,A,Trezzini,Cremonese,245,256,511,5,5,0,126,7,666,1,645,0,443,214,0,0,0,0,332,210,513,112,A,A,Cremonese,14,13,1,14,13,1,16,16,666,33,5.94,6.52,7,0,0,1,1,0,0,4,0,0,A,Pc,Torino,5,8,-3,5,8,-3,24,24,666,5,5.8,5.8,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0661320482185405,1.5946666666666665,3.2,0,0,0.0,0,0.0,0,N.D.
5516,C,M;C,Boccioni,Fiorentina,439,548,244,1,1,0,619,3,666,33,311,0,652,378,0,0,0,0,611,628,138,262,C,M;C,Fiorentina,1,1,0,1,1,0,1,1,666,3,6.17,6.0,0,0,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Monza,8,2,6,8,2,6,12,15,666,35,5.91,5.87,1,0,0,0,0,0,0,9,0,0,0.7075911607470604,2.7479999999999998,14.199999999999998,0,1,0.005,0,0.0035379558037353,0,N.D.
5517,N.D.,N.D.,Perozzo,N.D.,547,194,576,666,666,666,94,666,666,319,343,666,104,39,666,666,666,666,374,200,548,587,C,M,Sampdoria,1,3,-2,1,3,-2,1,1,666,4,5.25,5.0,0,0,0,0,0,0,0,2,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.3333333333333332,0.2666666666666666,0,0,0.0,0,0.0,0,N.D.
5518,N.D.,N.D.,Pareto,N.D.,279,653,105,666,666,666,658,666,666,173,491,666,111,653,666,666,666,666,298,271,433,289,P,Por,Napoli,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
5520,D,E,Marrone,Juventus,527,644,601,14,14,0,60,60,666,345,182,0,16,589,0,0,0,0,276,173,256,88,D,Dd;Ds;E,Bologna,9,9,0,9,10,-1,12,12,666,31,5.97,6.03,0,0,0,0,0,0,3,2,0,0,D,Dd;Ds;E,Juventus,10,5,5,10,6,4,46,55,666,34,6.0,6.12,2,0,0,0,0,0,3,10,0,0,D,Dd;Ds;E,Juventus,14,9,5,14,10,4,36,41,666,32,6.09,6.31,2,0,0,0,0,0,3,4,0,0,0.2860873040960005,4.15,21.666666666666664,1,0,1.0,1,0.2860873040960005,1,Squadra_3_AI
5526,D,Dc,Orengo,Atalanta,314,313,559,8,8,0,599,24,666,455,551,0,214,78,0,0,0,0,126,5,283,248,D,Dc,Atalanta,10,6,4,10,6,4,23,23,666,32,5.95,6.03,2,0,0,0,0,0,0,7,0,0,D,Dc,Atalanta,12,9,3,12,9,3,40,40,666,33,6.06,6.2,1,0,0,0,0,0,3,3,0,0,D,Dc,Atalanta,1,8,-7,1,8,-7,7,7,666,4,5.5,5.25,0,0,0,0,0,0,0,2,0,0,0.1664754416670487,3.741999999999999,10.333333333333332,0,0,0.035,0,0.0058266404583467,0,N.D.
5527,D,Dd;E,Bernardini,Napoli,45,377,257,3,3,0,480,8,666,538,330,0,44,612,0,0,0,0,360,174,118,373,D,Dd;E,Sampdoria,13,3,10,13,3,10,20,20,666,20,6.0,6.32,2,0,0,0,0,0,2,3,0,0,D,Dd;E,Salernitana,6,4,2,6,4,2,15,15,666,18,5.83,5.75,0,0,0,0,0,0,2,4,0,1,D,Dd;E,Genoa,6,6,0,6,6,0,16,16,666,27,5.91,5.96,1,0,0,0,0,0,0,3,0,0,0.39671383851239,3.955333333333333,15.733333333333327,1,1,0.48,0,0.1904226424859472,0,N.D.
5528,N.D.,N.D.,Bonatti,N.D.,96,386,635,666,666,666,463,666,666,206,485,666,3,463,666,666,666,666,1,634,550,74,P,Por,Spezia,1,1,0,1,1,0,1,1,666,1,5.5,3.5,0,2,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.2333333333333333,0.0666666666666666,0,0,0.0,0,0.0,0,N.D.
5529,N.D.,N.D.,Lucciano,N.D.,171,18,330,666,666,666,339,666,666,383,178,666,606,297,666,666,666,666,77,666,415,70,A,Pc,Verona,5,18,-13,5,16,-11,1,1,666,15,5.9,6.17,2,0,0,0,0,0,0,4,0,0,A,Pc,Verona,5,12,-7,5,11,-6,15,10,666,11,5.91,6.32,3,0,0,1,0,1,0,2,1,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.6753333333333331,3.1999999999999997,0,0,0.0,0,0.0,0,N.D.
5532,N.D.,N.D.,Tarantini,N.D.,247,176,484,666,666,666,431,666,666,461,131,666,375,175,666,666,666,666,62,664,577,306,D,Ds;E,Salernitana,6,7,-1,6,7,-1,17,17,666,30,5.75,5.77,0,0,0,0,0,0,3,5,0,0,D,Ds;E,Salernitana,5,7,-2,5,7,-2,21,21,666,34,5.72,5.74,0,0,0,0,0,0,3,5,0,0,D,Ds;E,Verona,6,5,1,6,5,1,12,12,666,27,5.72,5.72,1,0,0,0,0,0,0,6,0,0,0.0,3.820666666666666,19.6,1,0,0.935,1,0.0,0,N.D.
5533,N.D.,N.D.,Dossetti,N.D.,658,11,75,666,666,666,186,666,666,453,601,666,48,520,666,666,666,666,574,533,552,573,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;Ds;Dc,Juventus,2,5,-3,4,7,-3,13,18,666,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.1999999999999995,0.1999999999999999,0,0,0.0,0,0.0,0,N.D.
5540,C,M;C,Ligorio,Verona,264,7,213,3,3,0,618,6,666,474,310,0,349,166,0,0,0,0,447,155,590,552,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Verona,2,2,0,2,2,0,11,14,666,11,5.5,5.32,0,0,0,0,0,0,0,4,0,0,0.099324141825181,2.128,4.4,0,0,0.0,0,0.0,0,N.D.
5544,A,Pc,Falloppio,Juventus,108,491,71,27,27,0,251,278,666,660,637,0,187,636,0,0,0,0,371,645,106,343,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
5554,N.D.,N.D.,Goldoni,N.D.,120,282,630,666,666,666,316,666,666,238,332,666,141,467,666,666,666,666,295,563,118,179,D,Dd;Dc,Salernitana,4,7,-3,4,8,-4,12,12,666,27,5.69,5.5,0,0,0,0,0,0,0,10,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;Dc,Verona,1,5,-4,1,5,-4,6,8,666,14,5.39,5.39,0,0,0,0,0,0,0,0,0,0,0.0,2.522666666666666,7.399999999999999,0,0,0.0,0,0.0,0,N.D.
5555,D,Ds;E,Salieri,Udinese,152,611,271,7,7,0,508,19,666,280,147,0,157,67,0,0,0,0,439,392,355,592,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Ds;E,Udinese,10,6,4,10,6,4,26,26,666,31,6.06,6.1,1,0,0,0,0,0,0,4,0,0,D,Ds;E,Udinese,9,5,4,9,5,4,14,14,666,30,5.93,6.03,1,0,0,0,0,0,4,6,1,0,0.3116750383429725,3.6319999999999992,18.2,0,0,0.04,0,0.0124670015337189,0,N.D.
5559,C,C;W;T,Cendron,Como,573,544,362,13,13,0,581,36,666,327,25,0,259,624,0,0,0,0,557,387,320,138,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,W;T,Como,14,12,2,14,12,2,36,41,666,35,6.1,6.36,3,0,0,0,0,0,2,4,0,0,0.2041983957669556,2.544,13.999999999999998,0,0,0.0,0,0.0,0,N.D.
5562,C,M;C,Battaglia,Juventus,340,491,18,17,17,0,387,73,666,519,306,0,212,202,0,0,0,0,324,583,249,190,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Juventus,19,10,9,19,12,7,53,63,666,33,6.3,6.74,4,0,0,0,0,0,5,5,0,0,0.184714299996471,2.6959999999999997,13.2,0,0,0.0,0,0.0,0,N.D.
5564,N.D.,N.D.,Tedesco,N.D.,227,645,201,666,666,666,556,666,666,660,500,666,372,355,666,666,666,666,369,212,602,417,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,W;A,Bologna,9,12,-3,9,11,-2,29,29,666,31,6.02,6.08,1,0,0,0,0,0,1,4,0,0,C,W,Bologna,26,10,16,26,9,17,97,97,666,29,6.47,7.36,8,0,0,2,2,0,4,4,0,0,0.0,4.159999999999999,17.799999999999994,1,0,0.93,1,0.0,0,N.D.
5578,D,Dd;Dc,Totino,Atalanta,392,433,604,9,9,0,260,24,666,340,627,0,22,139,0,0,0,0,197,388,632,393,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;Dc,Atalanta,5,10,-5,5,10,-5,13,13,666,17,5.94,5.91,0,0,0,0,0,0,0,1,0,0,0.1026660076865441,2.3639999999999994,6.799999999999999,0,0,0.0,0,0.0,0,N.D.
5589,N.D.,N.D.,Berengario,N.D.,351,504,381,666,666,666,587,666,666,389,257,666,65,257,666,666,666,666,245,305,71,56,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Roma,15,8,7,15,9,6,41,51,666,33,6.26,6.38,2,0,0,0,0,0,1,6,0,0,0.0,2.552,13.2,0,0,0.0,0,0.0,0,N.D.
5589,C,M;C,Gottardi,Roma,614,586,358,15,15,0,619,45,666,264,288,0,241,332,0,0,0,0,406,441,311,591,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
5603,D,Dc,Monicelli,Fiorentina,569,361,544,5,5,0,32,11,666,570,180,0,236,383,0,0,0,0,363,593,587,567,D,Dc,Lecce,2,6,-4,2,6,-4,3,3,666,9,6.0,5.89,0,0,0,0,0,0,0,2,0,0,D,Dc,Lecce,7,5,2,7,5,2,23,23,666,36,5.94,5.81,0,0,0,0,0,0,0,8,1,0,D,Dc,Fiorentina,5,9,-4,5,9,-4,13,13,666,17,5.85,5.65,0,0,0,0,0,0,0,1,1,1,0.2750665107247138,3.8146666666666658,14.599999999999996,1,0,0.88,1,0.2420585294377481,0,Squadra_5_AI
5610,N.D.,N.D.,Barcaccia,N.D.,540,340,119,666,666,666,122,666,666,300,204,666,637,257,666,666,666,666,187,305,283,273,C,M;C,Milan,1,6,-5,1,7,-6,3,3,666,5,5.9,5.8,0,0,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.3866666666666666,0.3333333333333332,0,0,0.0,0,0.0,0,N.D.
5620,D,Ds;E,Spinola,Lazio,85,10,434,12,12,0,354,49,666,541,76,0,56,233,0,0,0,0,376,628,286,396,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Ds;E,Lazio,12,6,6,12,6,6,36,36,666,23,6.28,6.5,0,0,0,0,0,0,7,2,1,0,0.1371413304903856,2.6,9.199999999999998,0,0,0.0,0,0.0,0,N.D.
5626,N.D.,N.D.,Sollima,N.D.,590,648,356,666,666,666,64,666,666,363,261,666,433,3,666,666,666,666,340,558,92,453,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,B;Dd;Ds,Lecce,5,5,0,5,6,-1,15,18,666,31,5.79,5.71,0,0,0,0,0,0,1,3,2,0,0.0,2.284,12.399999999999997,0,0,0.0,0,0.0,0,N.D.
5637,A,Pc,Giannotti,Udinese,114,608,542,11,11,0,91,25,666,404,429,0,44,42,0,0,0,0,657,440,569,571,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Udinese,7,10,-3,7,10,-3,20,20,666,5,6.2,6.6,1,0,0,0,0,0,0,2,0,0,A,Pc,Udinese,7,6,1,8,5,3,14,11,666,16,6.0,6.38,2,0,0,0,0,0,1,2,0,0,0.1087773844117052,3.872,7.399999999999999,0,0,0.015,0,0.0016316607661755,0,N.D.
5672,A,Pc,Caetani,Lazio,360,482,515,20,20,0,143,144,666,112,218,0,410,302,0,0,0,0,158,600,62,284,A,Pc,Salernitana,30,17,13,30,16,14,181,181,666,33,6.27,7.82,16,0,0,1,1,0,5,4,0,0,A,Pc,Salernitana,13,26,-13,13,26,-13,10,10,666,17,5.85,6.53,4,0,0,1,1,0,0,1,0,0,A,Pc,Lazio,21,15,6,21,14,7,89,86,666,35,6.01,6.87,9,0,0,0,0,0,4,2,0,0,0.2619640154384723,4.575333333333332,19.6,1,0,0.875,1,0.2292185135086633,0,Squadra_4_AI
5674,C,C,Cadorna,Lazio,417,344,557,1,1,0,326,1,666,166,487,0,441,248,0,0,0,0,621,33,498,190,C,C,Lazio,5,5,0,5,4,1,6,6,666,14,6.0,6.18,1,0,0,0,0,0,0,2,0,0,C,C,Salernitana,2,4,-2,2,4,-2,23,23,666,14,5.54,5.36,0,0,0,0,0,0,0,5,0,0,C,C,Lazio,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.1763122326179051,1.4839999999999998,3.733333333333333,0,0,0.01,0,0.001763122326179,0,N.D.
5676,N.D.,N.D.,Barozzi,N.D.,79,343,234,666,666,666,359,666,666,375,16,666,375,72,666,666,666,666,72,193,532,495,A,A,Udinese,9,13,-4,9,13,-4,21,21,666,30,5.93,6.17,1,0,0,0,0,0,6,4,0,0,A,A,Udinese,4,7,-3,4,7,-3,13,13,666,19,5.84,5.82,1,0,0,1,0,1,1,4,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.575333333333333,5.799999999999999,0,0,0.0,0,0.0,0,N.D.
5677,N.D.,N.D.,Lettiere,N.D.,106,548,530,666,666,666,555,666,666,520,223,666,615,582,666,666,666,666,289,633,199,626,D,Dc,Udinese,10,8,2,10,8,2,15,16,666,33,6.02,6.0,2,0,0,0,0,0,0,7,1,1,D,Dc,Udinese,7,9,-2,7,9,-2,23,23,666,36,5.94,5.82,0,0,0,0,0,0,0,7,1,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.5639999999999998,9.4,0,0,0.0,0,0.0,0,N.D.
5678,D,Dd;E,Barracco,Bologna,415,181,152,8,8,0,134,21,666,19,394,0,456,446,0,0,0,0,10,82,278,111,D,Dd;E,Spezia,5,2,3,6,3,3,8,8,666,18,6.06,6.17,1,0,0,0,0,0,1,4,0,0,D,E,Atalanta,7,10,-3,7,9,-2,25,25,666,18,5.94,6.08,1,0,0,0,0,0,1,5,0,0,D,Dd;E,Bologna,7,9,-2,7,9,-2,12,12,666,16,5.94,6.12,1,0,0,0,0,0,1,3,0,0,0.1832771892532831,4.075333333333332,11.2,0,0,0.11,0,0.0201604908178611,0,N.D.
5685,C,C;T,Ricolfi,Juventus,207,458,517,14,14,0,288,40,666,196,460,0,478,655,0,0,0,0,49,106,270,381,C,C;T,Atalanta,22,15,7,22,15,7,70,70,666,33,6.36,7.14,10,0,0,4,2,2,5,7,0,0,C,C;T,Atalanta,29,24,5,29,24,5,300,300,666,34,6.4,7.53,12,0,0,2,2,0,5,5,0,0,C,T,Juventus,14,29,-15,14,28,-14,35,32,666,28,5.98,6.39,3,0,0,0,0,0,4,3,0,0,0.3007989481451691,4.537999999999999,20.2,1,0,0.965,1,0.2902709849600882,1,Squadra_1_AI
5686,N.D.,N.D.,Mastandrea,N.D.,119,534,157,666,666,666,226,666,666,6,152,666,455,435,666,666,666,666,125,336,537,397,D,Dd;E,Atalanta,2,7,-5,2,7,-5,4,4,666,12,5.75,5.88,0,0,0,0,0,0,3,3,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.3919999999999999,0.8,0,0,0.0,0,0.0,0,N.D.
5687,C,T,Borgia,Torino,623,466,263,14,14,0,555,42,666,102,645,0,287,28,0,0,0,0,194,85,243,539,C,W;T,Torino,21,15,6,21,15,6,68,68,666,34,6.22,6.82,5,0,0,0,0,0,6,1,0,0,C,W;T,Torino,13,18,-5,13,19,-6,50,55,666,33,6.02,6.3,3,0,0,0,0,0,2,3,0,0,C,T,Torino,17,15,2,16,14,2,48,45,666,30,6.07,6.67,5,0,0,2,2,0,3,0,0,0,0.2908240970866096,4.382666666666666,20.86666666666666,1,0,0.995,1,0.2893699766011766,1,Squadra_3_AI
5688,C,W;T,Granatelli,Verona,621,372,324,7,7,0,336,14,666,92,173,0,487,344,0,0,0,0,542,65,320,527,C,M;C,Sassuolo,8,2,6,8,2,6,10,10,666,17,5.94,6.24,2,0,0,0,0,0,0,2,0,0,C,M;C,Frosinone,13,4,9,13,5,8,25,30,666,17,6.15,6.79,3,0,0,1,1,0,3,2,0,0,C,W;T,Verona,4,13,-9,4,13,-9,20,23,666,10,5.95,6.4,1,0,0,0,0,0,2,1,0,0,0.1577271445627832,4.333999999999999,8.533333333333333,0,0,0.065,0,0.0102522643965809,0,N.D.
5691,N.D.,N.D.,Blasi,N.D.,478,457,320,666,666,666,108,666,666,276,222,666,274,591,666,666,666,666,384,121,538,413,D,Dc,Torino,1,5,-4,1,5,-4,4,4,666,8,5.81,5.81,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.3873333333333332,0.5333333333333333,0,0,0.0,0,0.0,0,N.D.
5694,N.D.,N.D.,Gabbana,N.D.,599,596,140,666,666,666,635,666,666,410,575,666,488,380,666,666,666,666,37,439,620,553,A,Pc,Udinese,21,24,-3,21,24,-3,68,68,666,33,6.06,6.97,10,0,0,1,1,0,1,2,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.4646666666666666,2.2,0,0,0.0,0,0.0,0,N.D.
5695,N.D.,N.D.,Faggiani,N.D.,150,486,487,666,666,666,224,666,666,136,337,666,447,545,666,666,666,666,462,92,449,406,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Ds;E,Genoa,5,2,3,5,2,3,8,8,666,14,5.93,6.0,0,0,0,0,0,0,1,0,0,0,D,Ds;E,Venezia,7,1,6,7,1,6,9,9,666,22,5.86,5.98,1,0,0,0,0,0,1,3,0,0,0.0,3.591999999999999,11.599999999999998,0,0,0.04,0,0.0,0,N.D.
5701,D,Ds;Dc,Piovani,Cagliari,33,208,313,4,4,0,275,11,666,106,69,0,32,617,0,0,0,0,82,100,10,460,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Cagliari,2,5,-3,2,5,-3,6,6,666,13,5.35,5.31,0,0,0,0,0,0,0,1,0,0,D,Dc,Cagliari,6,2,4,6,2,4,10,13,666,19,5.95,6.05,1,0,0,0,0,0,1,4,0,0,0.2185099610450521,3.4819999999999998,10.2,0,0,0.0,0,0.0,0,N.D.
5705,N.D.,N.D.,Cerquiglini,N.D.,174,29,460,666,666,666,212,666,666,199,576,666,353,351,666,666,666,666,113,39,297,572,C,M;C,Cremonese,7,3,4,7,3,4,8,8,666,12,5.88,6.12,1,0,0,0,0,0,1,2,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.408,0.8,0,0,0.0,0,0.0,0,N.D.
5707,N.D.,N.D.,Siffredi,N.D.,125,142,304,666,666,666,152,666,666,373,470,666,482,274,666,666,666,666,100,507,313,149,P,Por,Udinese,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,P,Por,Udinese,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
5718,D,Dc,Bignardi,Fiorentina,281,389,115,4,4,0,135,9,666,412,643,0,449,22,0,0,0,0,516,622,94,337,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Sassuolo,5,6,-1,5,6,-1,7,7,666,14,5.89,5.96,1,0,0,0,0,0,0,0,0,1,D,Dc,Empoli,8,5,3,8,5,3,12,12,666,30,6.02,6.07,1,0,0,0,0,0,0,3,0,0,0.3272130564420002,3.619999999999999,14.799999999999995,0,1,0.03,0,0.00981639169326,0,N.D.
5719,C,M;C,Ricolfi,Inter,658,496,187,4,4,0,275,9,666,462,659,0,605,341,0,0,0,0,170,164,256,110,C,M;C,Inter,2,8,-6,2,8,-6,4,5,666,13,5.92,5.85,0,0,0,0,0,0,0,2,0,0,C,M;C,Inter,11,4,7,11,5,6,13,15,666,16,6.22,6.5,1,0,0,0,0,0,2,1,0,0,C,M;C,Inter,10,5,5,10,6,4,24,29,666,16,6.16,6.56,2,0,0,2,2,0,2,3,0,0,0.2479974391454683,4.313999999999999,10.466666666666663,0,0,0.55,1,0.1363985915300075,0,N.D.
5728,N.D.,N.D.,Salandra,N.D.,551,432,207,666,666,666,606,666,666,666,267,666,282,191,666,666,666,666,366,585,585,6,A,A,Cremonese,3,8,-5,3,8,-5,6,6,666,20,5.62,5.52,0,0,0,0,0,0,0,4,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.3679999999999999,1.333333333333333,0,0,0.0,0,0.0,0,N.D.
